COD_MUNICIPIO;UF;DAT_HORA_AUTO_INFRACAO;DT_FATO_INFRACIONAL;CD_TERMOS_EMBARGOS;CD_TERMOS_APREENSAO;SIT_CANCELADO;DES_STATUS_FORMULARIO;TIPO_INFRACAO;INFRACAO_AREA;COD_INFRACAO;CPF_CNPJ_INFRATOR;VAL_AUTO_INFRACAO
3303807;RJ;2018-09-30;;;;N;Lavrado;Fauna;Desmatamento;509999;pid_489af56de6b47248;150000,00
3304557;RJ;2018-08-20;;631859-C;;N;Lavrado;Fauna;Desmatamento;509901;pid_2b548534345f3f48;1500,00
1100205;RO;2018-03-17;;737795-E;;N;Lavrado;Flora;;409999;pid_031fb827a75c64a7;5000,00
1100205;RO;2018-03-17;;829484-E;;N;Lavrado;Flora;Desmatamento;409999;pid_031fb827a75c64a7;80000,00
1100205;RO;2018-03-17;;829486-E;;N;Lavrado;Flora;;409999;pid_ccf4c74c7e015ecb;6000,00
1100205;RO;2018-03-17;;836268-E;;S;Cancelado;Flora;;409999;pid_ccf4c74c7e015ecb;70000,00
1100205;RO;2018-05-03;;;;N;Lavrado;Flora;Desmatamento;409999;pid_69c6bb0b73bfdec5;3569,28
3304557;RJ;2018-07-27;;;;N;Lavrado;Flora;Desmatamento;422006;pid_2649e03641170bb3;2000,00
1100098;RO;2018-02-01;;;;N;Lavrado;Flora;Atividade;409999;pid_0bde3be593922192;52462,62
1100098;RO;2018-02-07;;;;N;Lavrado;Flora;Atividade;409999;pid_0c4186f2906ab636;13602,15
1100809;RO;2018-02-22;;;;N;Lavrado;Flora;Desmatamento;409999;pid_29185f42b43ee964;250966,26
1100809;RO;2018-02-22;;;621128-E;N;Lavrado;Flora;;409999;pid_29185f42b43ee964;18522,69
1100304;RO;2018-04-05;;;621132-E;N;Lavrado;Flora;Atividade;409999;pid_c824acffd974c331;5785,20
1100098;RO;2018-04-06;;;;N;Lavrado;Flora;;409999;pid_aa51c32ac302ac92;5785,20
1100049;RO;2018-06-01;;;;N;Lavrado;Flora;Desmatamento;409999;pid_7029133a72421958;38165,82
1302405;AM;2018-07-05;;757720-E;;N;Lavrado;Flora;Desmatamento;409999;pid_d6aad7d5fba0595d;1425000,00
4108304;PR;2018-06-15;;;;N;Lavrado;Controle Ambiental;;609999;pid_a27ae9e273955257;4100,00
1200450;AC;2018-12-14;;757805-E;;N;Lavrado;Flora;Desmatamento;409999;pid_eb66970345236360;75000,00
4205407;SC;2018-05-17;;;;N;Lavrado;Outras;;910004;pid_c29d980fce099dc6;11500,00
4205407;SC;2018-05-21;;;;N;Lavrado;Outras;;910004;pid_10ad81bfb68fcac9;11500,00
4205407;SC;2018-05-21;;;;N;Lavrado;Outras;Desmatamento;910004;pid_cc787b099b4f8e9a;11500,00
4205407;SC;2018-05-21;;;;N;Lavrado;Outras;;910004;pid_0e282db3983669ae;11500,00
4205407;SC;2018-05-21;;;;N;Lavrado;Outras;;910004;pid_d6386730b4bfad9e;11500,00
4205407;SC;2018-05-21;;;;N;Lavrado;Outras;;910004;pid_2a1f203fc2e95ad8;11500,00
5300108;DF;2018-07-19;;;;N;Lavrado;Controle Ambiental;Desmatamento;609999;pid_212d8832244d251e;30000,00
4205902;SC;2018-08-06;;;;N;Lavrado;Fauna;;509999;pid_33e4425d30352ad4;1000,00
