COD_MUNICIPIO;UF;DAT_HORA_AUTO_INFRACAO;DT_FATO_INFRACIONAL;CD_TERMOS_EMBARGOS;CD_TERMOS_APREENSAO;SIT_CANCELADO;DES_STATUS_FORMULARIO;TIPO_INFRACAO;INFRACAO_AREA;COD_INFRACAO;CPF_CNPJ_INFRATOR;VAL_AUTO_INFRACAO
2401107;RN;2023-12-27;;173454-C;;N;Lavrado;Pesca;Outros;709999;pid_fddb601755195060;500,00
1501402;PA;2023-01-02;2019-11-08;;;N;Lavrado;Flora;Atividade;409999;pid_3c6a4ad29118d4be;13845,60
3513405;SP;2023-01-02;2022-12-28;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_d701b85cf9957085;1000,00
1501402;PA;2023-01-02;2019-11-11;;;N;Lavrado;Flora;Atividade;409999;pid_85a4cd00b02944df;13051,50
1501402;PA;2023-01-03;2019-11-11;;;N;Lavrado;Flora;Atividade;409999;pid_95bfbb37377cde06;11847,30
3201506;ES;2023-01-03;2018-04-02;;;N;Lavrado;Cadastro Técnico Federal;Não se Aplica;910000;pid_62f74e0e34085960;2200,00
3203908;ES;2023-01-03;2018-04-02;;;N;Lavrado;Cadastro Técnico Federal;Não se Aplica;910000;pid_2d842618a6afece8;2600,00
3509502;SP;2023-01-04;2022-12-29;;;N;Lavrado;Administração Ambiental;Não se Aplica;910004;pid_7b50fe7dac4b6108;1100,00
3509502;SP;2023-01-04;2022-12-28;;;N;Lavrado;Administração Ambiental;Não se Aplica;910004;pid_4d89089049d1d983;1100,00
3509502;SP;2023-01-04;2022-12-29;;;N;Lavrado;Administração Ambiental;Não se Aplica;910004;pid_dc5eaebd2901f77c;1100,00
2307700;CE;2023-01-03;2023-01-03;;;N;Lavrado;Flora;Não se Aplica;409999;pid_7ae59ca6e42dc39d;1200,00
2202208;PI;2023-01-05;2023-01-05;;;N;Lavrado;Flora;Atividade;409999;pid_106bf3da5f9aa336;6000,00
2208205;PI;2023-01-04;2020-11-26;;;N;Lavrado;Flora;Atividade;409999;pid_fc0b603fda2579c4;10000,00
2211001;PI;2023-01-04;2019-08-07;;;N;Lavrado;Flora;Atividade;409999;pid_6621b1b7e9e2b4c9;15958,20
2210003;PI;2023-01-05;2023-01-05;;;N;Lavrado;Flora;Atividade;409999;pid_4252380f1a7b8b14;20000,00
2501401;PB;2023-01-05;2022-04-11;O2XP9LTQ;;N;Lavrado;Flora;Desmatamento;409999;pid_29f145eec10578d9;20000,00
2211001;PI;2023-01-06;2020-01-30;;;N;Lavrado;Flora;Atividade;409999;pid_bbe7142ad2807c7a;40013,70
3201407;ES;2023-01-04;2015-12-31;;;N;Lavrado;Administração Ambiental;Não se Aplica;910004;pid_a290c7802fc7e2d9;15000,00
1302603;AM;2023-01-04;2023-01-03;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_73124f8c72a1007a;10000,00
1400100;RR;2023-01-05;2023-01-05;;FZ7J3TL7,T2QA6DNP;N;Lavrado;Flora;Atividade;409999;pid_98d86ee4228822ed;1244,10
3550308;SP;2023-01-09;2020-06-25;;;N;Lavrado;Cadastro Técnico Federal;Atividade;910000;pid_8d5768d3b4518b39;2000,00
1705508;TO;2023-01-06;2020-08-20;;;N;Lavrado;Cadastro Técnico Federal;Não se Aplica;910000;pid_0425fe2c0ba205de;1100,00
3205036;ES;2023-01-10;2018-04-02;;;N;Lavrado;Cadastro Técnico Federal;Não se Aplica;910000;pid_a731f14a37318058;3000,00
1302603;AM;2023-01-10;2019-11-23;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_1343017bad53d63f;2000,00
1302603;AM;2023-01-10;2019-11-23;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_e984189fd5a2c617;2000,00
2407104;RN;2023-01-11;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_53a1bce6e4fb6bcc;500,00
1302603;AM;2023-01-10;2019-11-23;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_75c88b4a80ac7ba2;2000,00
2407104;RN;2023-01-11;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_e326f022bce60a4d;6000,00
2407104;RN;2023-01-11;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_28a3067f295210a8;7000,00
3525508;SP;2023-01-10;2023-01-10;;;N;Lavrado;Cadastro Técnico Federal;Não se Aplica;910000;pid_1984f11784d16098;1100,00
3535606;SP;2023-01-09;2023-01-09;;;N;Lavrado;Cadastro Técnico Federal;Não se Aplica;910000;pid_aa384fcdf85a75ff;1100,00
2407104;RN;2023-01-11;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_06282d24b63fa62f;7000,00
2407104;RN;2023-01-11;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_77802e2a6d788a78;1000,00
2407104;RN;2023-01-11;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_dd0985167b69c39f;3500,00
2407104;RN;2023-01-10;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_f788612ab13f92d5;1500,00
1302603;AM;2023-01-10;2022-11-22;;;N;Lavrado;Fauna;Não se Aplica;509998;pid_1edba6edc1ce1e88;
2407104;RN;2023-01-05;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_e29f56c96e06b56b;5000,00
2407104;RN;2023-01-05;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_4d60defa2ec05f6a;1000,00
2402600;RN;2023-01-05;2023-01-05;;DO6YU63S,SRLDI4BR;N;Lavrado;Fauna;Não se Aplica;509999;pid_4f7bdbb1f23bae53;10000,00
2407104;RN;2023-01-09;2022-10-06;;;N;Lavrado;Fauna;Não se Aplica;509999;pid_6c6b436a6009960f;500,00
